Epsilon: 0.5 min_samples: 100
Total Amount of Subjects: 12854
True Positives: 0  False Positives: 4550  Positives Total: 4550
True Negatives: 8176  False Negatives: 128  Total Negatives: 8304
Precision: 0.00% Recall: 0.00% F1-Score: 0.00

[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent333'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent169'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent211'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/ResearchGroup12'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateStudent68'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor4/Publication13'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor8/Publication8'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssociateProfessor12/Publication1'), -1]
[rdflib.term.URIRef('http://www.University322.edu'), 2]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssociateProfessor2/Publication12'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssociateProfessor6/Publication13'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor6/Publication7'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent33'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent199'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/GraduateStudent60'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent387'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent141'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor2/Publication11'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/Course35'), 1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent110'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/Lecturer3/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent24'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent326'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssistantProfessor2/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/FullProfessor1/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/FullProfessor1/Publication12'), -1]
[rdflib.term.URIRef('http://www.University900.edu'), 2]
[rdflib.term.URIRef('http://www.University565.edu'), 2]
[rdflib.term.URIRef('http://www.Department8.University0.edu/GraduateStudent45'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/GraduateStudent15'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent207'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/AssistantProfessor2/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent224'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent194'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssociateProfessor7/Publication8'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent1'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssistantProfessor9/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/GraduateCourse23'), 3]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent289'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent281'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent58'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/FullProfessor4/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/GraduateCourse14'), 3]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent55'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/FullProfessor5/Publication9'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssociateProfessor13'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent111'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent247'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent530'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent221'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor8/Publication8'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/FullProfessor1/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent253'), 0]
[rdflib.term.URIRef('http://www.University387.edu'), 2]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent81'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssociateProfessor2/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent93'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent32'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/AssistantProfessor1/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssistantProfessor9/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssistantProfessor1'), 0]
[rdflib.term.URIRef('http://www.University462.edu'), 2]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssociateProfessor9'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor2/Publication13'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent68'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor10/Publication5'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/GraduateStudent5'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent85'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssistantProfessor9/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssistantProfessor5/Publication6'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent277'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/GraduateStudent26'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/GraduateCourse29'), 3]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent55'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/GraduateCourse11'), 3]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent305'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssociateProfessor4/Publication7'), -1]
[rdflib.term.URIRef('http://www.University183.edu'), 2]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent55'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateCourse63'), 3]
[rdflib.term.URIRef('http://www.Department10.University0.edu/FullProfessor6/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssistantProfessor2/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent202'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateStudent103'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/GraduateCourse13'), 3]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent111'), 0]
[rdflib.term.URIRef('http://www.University777.edu'), 2]
[rdflib.term.URIRef('http://www.University417.edu'), 2]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor0'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/Course18'), 1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent403'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/GraduateStudent63'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssistantProfessor6/Publication9'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor2/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/FullProfessor7/Publication14'), -1]
[rdflib.term.URIRef('http://www.University959.edu'), 2]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent218'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssistantProfessor4/Publication6'), -1]
[rdflib.term.URIRef('http://www.University471.edu'), 2]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent320'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/GraduateStudent86'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/FullProfessor2/Publication7'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/Course28'), 1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent77'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssociateProfessor0/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent226'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/FullProfessor5/Publication7'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssistantProfessor0/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/Lecturer4/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent377'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent16'), 0]
[rdflib.term.URIRef('http://www.University568.edu'), 2]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent457'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent374'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssociateProfessor3/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent35'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/Course3'), 1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/Course56'), 1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssociateProfessor2/Publication13'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/GraduateStudent129'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/GraduateCourse2'), 3]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent111'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/Course54'), 1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/GraduateStudent29'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent210'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent299'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/GraduateCourse25'), 3]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssistantProfessor6/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssistantProfessor10/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent49'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/Lecturer1/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/ResearchGroup1'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent84'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent150'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor8/Publication16'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent279'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent20'), 0]
[rdflib.term.URIRef('http://www.University338.edu'), 2]
[rdflib.term.URIRef('http://www.Department1.University0.edu/GraduateStudent56'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/GraduateStudent88'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssociateProfessor9/Publication3'), -1]
[rdflib.term.URIRef('http://www.University280.edu'), 2]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssociateProfessor5/Publication0'), -1]
[rdflib.term.URIRef('http://www.University344.edu'), 2]
[rdflib.term.URIRef('http://www.Department14.University0.edu/GraduateCourse20'), 3]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent30'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent197'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssistantProfessor9/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor1/Publication9'), -1]
[rdflib.term.URIRef('http://www.University284.edu'), 2]
[rdflib.term.URIRef('http://www.University481.edu'), 2]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssociateProfessor6'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/AssociateProfessor1/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor5/Publication12'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent361'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent305'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent284'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent353'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/FullProfessor5/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssistantProfessor4/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/GraduateCourse8'), 3]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor10/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/FullProfessor4/Publication14'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent354'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssociateProfessor1/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssociateProfessor9/Publication6'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/FullProfessor5/Publication11'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent34'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent259'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor9/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent100'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent32'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent404'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/GraduateStudent40'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent67'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent294'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent167'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor4/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/FullProfessor4/Publication13'), -1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent371'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent374'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssociateProfessor9/Publication9'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssociateProfessor0/Publication6'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssociateProfessor4/Publication13'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/GraduateStudent95'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent440'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent436'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent97'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent50'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/Course44'), 1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent105'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateCourse40'), 3]
[rdflib.term.URIRef('http://www.Department12.University0.edu/GraduateStudent6'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/GraduateCourse9'), 3]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor9/Publication14'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssociateProfessor8/Publication12'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/GraduateStudent114'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/GraduateStudent51'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/Course52'), 1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/GraduateStudent41'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent49'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent301'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/GraduateCourse18'), 3]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent23'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/FullProfessor4/Publication7'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/GraduateCourse40'), 3]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent230'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/GraduateStudent72'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/FullProfessor5/Publication15'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent86'), 0]
[rdflib.term.URIRef('http://www.University562.edu'), 2]
[rdflib.term.URIRef('http://www.Department10.University0.edu/FullProfessor2/Publication15'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/ResearchGroup11'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent245'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/Course6'), 1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent95'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/Course5'), 1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent3'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/AssistantProfessor7/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent127'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/FullProfessor5/Publication12'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssistantProfessor0'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/Lecturer3/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent403'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor1/Publication8'), -1]
[rdflib.term.URIRef('http://www.University46.edu'), 2]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent28'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent148'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor6/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateStudent57'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent240'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/GraduateStudent104'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent61'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/AssociateProfessor11/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent447'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateStudent135'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssociateProfessor4/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssociateProfessor3/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/AssociateProfessor0/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent397'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor3/Publication12'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssociateProfessor0/Publication13'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/FullProfessor7/Publication1'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent158'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/FullProfessor0/Publication10'), -1]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent139'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor1/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/FullProfessor3/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent27'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateStudent131'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent28'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent110'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor8/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent48'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/Lecturer3'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/FullProfessor0/Publication9'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/AssociateProfessor0'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent404'), 0]
[rdflib.term.URIRef('http://www.University662.edu'), 2]
[rdflib.term.URIRef('http://www.Department11.University0.edu/UndergraduateStudent95'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor1'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/FullProfessor7/Publication8'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent276'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/GraduateStudent100'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent212'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent96'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/AssociateProfessor0/Publication12'), -1]
[rdflib.term.URIRef('http://www.Department1.University0.edu/GraduateStudent98'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/Course45'), 1]
[rdflib.term.URIRef('http://www.Department11.University0.edu/FullProfessor4/Publication14'), -1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent186'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/Lecturer1'), 0]
[rdflib.term.URIRef('http://www.University947.edu'), 2]
[rdflib.term.URIRef('http://www.University664.edu'), 2]
[rdflib.term.URIRef('http://www.Department14.University0.edu/FullProfessor2/Publication4'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent312'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/UndergraduateStudent266'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssistantProfessor6/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor0/Publication13'), -1]
[rdflib.term.URIRef('http://www.University221.edu'), 2]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent296'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent228'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/UndergraduateStudent219'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent242'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/GraduateStudent132'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/GraduateStudent104'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/GraduateStudent139'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/AssistantProfessor3/Publication7'), -1]
[rdflib.term.URIRef('http://www.University805.edu'), 2]
[rdflib.term.URIRef('http://www.Department12.University0.edu/AssociateProfessor0/Publication9'), -1]
[rdflib.term.URIRef('http://www.University655.edu'), 2]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent398'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/FullProfessor2/Publication10'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/AssociateProfessor5/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent357'), 0]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent28'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/UndergraduateStudent41'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/FullProfessor7/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/FullProfessor2'), 0]
[rdflib.term.URIRef('http://www.Department11.University0.edu/GraduateStudent79'), 0]
[rdflib.term.URIRef('http://www.Department3.University0.edu/GraduateStudent14'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/FullProfessor7/Publication7'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent2'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent260'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/FullProfessor7/Publication16'), -1]
[rdflib.term.URIRef('http://www.Department12.University0.edu/FullProfessor2/Publication16'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent43'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/UndergraduateStudent107'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/AssistantProfessor1/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department3.University0.edu/FullProfessor7/Publication5'), -1]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent86'), 0]
[rdflib.term.URIRef('http://www.Department0.University0.edu/FullProfessor1'), 0]
[rdflib.term.URIRef('http://www.Department14.University0.edu/UndergraduateStudent204'), 0]
[rdflib.term.URIRef('http://www.University711.edu'), 2]
[rdflib.term.URIRef('http://www.Department10.University0.edu/UndergraduateStudent218'), 0]
[rdflib.term.URIRef('http://www.Department8.University0.edu/UndergraduateStudent61'), 0]
[rdflib.term.URIRef('http://www.Department1.University0.edu/ResearchGroup1'), -1]
[rdflib.term.URIRef('http://www.Department2.University0.edu/AssistantProfessor4/Publication2'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/AssociateProfessor4/Publication0'), -1]
[rdflib.term.URIRef('http://www.Department8.University0.edu/FullProfessor0/Publication3'), -1]
[rdflib.term.URIRef('http://www.Department13.University0.edu/UndergraduateStudent184'), 0]
[rdflib.term.URIRef('http://www.Department2.University0.edu/Course29'), 1]
[rdflib.term.URIRef('http://www.Department0.University0.edu/FullProfessor7/Publication15'), -1]
[rdflib.term.URIRef('http://www.Department14.University0.edu/FullProfessor6'), 0]
[rdflib.term.URIRef('http://www.University276.edu'), 2]
[rdflib.term.URIRef('http://www.Department3.University0.edu/UndergraduateStudent226'), 0]
[rdflib.term.URIRef('http://www.Department12.University0.edu/UndergraduateStudent222'), 0]
[rdflib.term.URIRef('http://www.Department9.University0.edu/GraduateStudent77'), 0]
[rdflib.term.URIRef('http://www.Department10.University0.edu/AssistantProfessor1/Publication3'), -1]
